Index,Released,released_year,Title,Theatrical,Genre,Source,Production,Creative,Production,Opening Weekend,Maximum,Theatrical,Opening Weekend,Domestic,Infl. Adj. Dom.,International,Worldwide
30,24-May-13,2013,Epic,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,"$100,000,000 ","3,882","3,894","19,604","$33,531,068 ","$107,518,682 ","$118,627,622 ","$155,275,759 ","$262,794,441 "
31,2-Jul-13,2013,The Lone Ranger,Walt Disney,Western,Based on TV,Live Action,Historical Fiction,"$275,000,000 ","3,904","3,904","13,443","$29,210,849 ","$89,302,115 ","$98,528,893 ","$170,700,000 ","$260,002,115 "
32,13-Dec-13,2013,American Hustle,Sony Pictures,Black Comedy,Based on Real Life Events,Live Action,Dramatization,"$40,000,000 ",6,"2,629","23,147","$740,455 ","$150,117,807 ","$165,292,163 ","$107,760,487 ","$257,878,294 "
33,31-May-13,2013,After Earth,Sony Pictures,Action,Original Screenplay,Live Action,Science Fiction,"$130,000,000 ","3,401","3,401","11,927","$27,520,040 ","$60,522,097 ","$66,775,299 ","$190,977,568 ","$251,499,665 "
34,12-Jul-13,2013,Grown Ups 2,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$80,000,000 ","3,491","3,491","20,403","$41,508,572 ","$133,668,525 ","$147,479,286 ","$113,355,283 ","$247,023,808 "
35,9-Aug-13,2013,Disney Planes,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$50,000,000 ","3,702","3,716","26,389","$22,232,291 ","$90,282,580 ","$99,610,666 ","$147,776,989 ","$238,059,569 "
36,28-Jun-13,2013,The Heat,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$43,000,000 ","3,181","3,184","21,400","$39,115,043 ","$159,581,587 ","$176,069,717 ","$70,146,187 ","$229,727,774 "
37,11-Oct-13,2013,Captain Phillips,Sony Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,"$55,000,000 ","3,020","3,143","23,456","$25,718,314 ","$107,136,417 ","$118,193,420 ","$113,511,767 ","$220,648,184 "
38,25-Jan-13,2013,Hansel & Gretel: Witch Hunters,Paramount Pictures,Action,Based on Folk Tale/Legend/Fairytale,Live Action,Contemporary Fiction,"$50,000,000 ","3,372","3,375","15,373","$19,690,956 ","$55,703,475 ","$61,458,807 ","$159,246,241 ","$214,949,716 "
39,28-Jun-13,2013,White House Down,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$150,000,000 ","3,222","3,222","12,479","$24,852,258 ","$73,103,784 ","$80,656,939 ","$132,336,603 ","$205,440,387 "
40,8-Feb-13,2012,Ren zai jiong tu zhi tai jiong,AMC Independent,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,0,0,0,$0 ,$0 ,$0 ,"$205,400,000 ","$205,400,000 "
41,7-Aug-13,2013,Percy Jackson: Sea of Monsters,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,"$90,000,000 ","3,031","3,080","20,510","$14,401,054 ","$68,559,554 ","$75,642,969 ","$132,300,000 ","$200,859,554 "
42,1-Mar-13,2013,Jack the Giant Slayer,Warner Bros.,Adventure,Based on Folk Tale/Legend/Fairytale,Animation/Live Action,Fantasy,"$195,000,000 ","3,525","3,525","16,752","$27,202,226 ","$65,187,603 ","$71,922,850 ","$132,500,000 ","$197,687,603 "
43,25-Dec-13,2013,The Secret Life of Walter Mitty,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$91,000,000 ","2,909","2,922","11,536","$12,765,508 ","$58,236,838 ","$64,184,961 ","$129,624,345 ","$187,861,183 "
44,18-Oct-13,2013,12 Years a Slave,Fox Searchlight,Drama,Based on Factual Book/Article,Live Action,Historical Fiction,"$20,000,000 ",19,"1,474","16,070","$923,715 ","$56,671,993 ","$62,429,074 ","$124,353,350 ","$181,025,343 "
45,16-Aug-13,2013,Lee Daniels' The Butler,Weinstein Co.,Drama,Based on Real Life Events,Live Action,Dramatization,"$30,000,000 ","2,933","3,330","26,806","$24,637,312 ","$116,632,095 ","$128,680,803 ","$60,393,403 ","$177,025,498 "
46,8-Feb-13,2013,Identity Thief,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$35,000,000 ","3,141","3,230","25,197","$34,551,025 ","$134,506,920 ","$148,404,309 ","$40,854,658 ","$175,361,578 "
47,18-Dec-13,2013,Anchorman 2: The Legend Continues,Paramount Pictures,Comedy,Original Screenplay,Live Action,Historical Fiction,"$50,000,000 ","3,507","3,507","18,686","$26,232,425 ","$127,352,707 ","$140,410,227 ","$44,833,047 ","$172,185,754 "
48,31-Dec-13,2014,Xi you ji: Da nao tian gong,,Adventure,Based on Folk Tale/Legend/Fairytale,Live Action,,$0 ,0,0,0,$0 ,$0 ,$0 ,"$167,840,000 ","$167,840,000 "
49,13-Sep-13,2013,Insidious Chapter 2,FilmDistrict,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000 ","3,049","3,155","18,494","$40,272,103 ","$83,586,447 ","$92,222,678 ","$78,335,068 ","$161,921,515 "
50,25-Oct-13,2013,Jackass Presents: Bad Grandpa,Paramount Pictures,Comedy,Based on Real Life Events,Live Action,Factual,"$15,000,000 ","3,336","3,345","20,225","$32,055,177 ","$102,003,019 ","$112,540,024 ","$58,900,000 ","$160,903,019 "
51,25-Dec-13,2013,47 Ronin,Universal,Action,Original Screenplay,Live Action,Fantasy,"$175,000,000 ","2,689","2,690","7,494","$9,910,310 ","$38,362,475 ","$42,295,461 ","$113,354,340 ","$151,716,815 "
52,22-Mar-13,2013,Olympus Has Fallen,FilmDistrict,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$70,000,000 ","3,098","3,106","21,351","$30,373,794 ","$98,927,592 ","$109,148,889 ","$51,634,572 ","$150,562,164 "
53,25-Dec-13,2013,Lone Survivor,Universal,Action,Based on Factual Book/Article,Live Action,Dramatization,"$40,000,000 ",2,"3,285","21,035","$90,872 ","$125,095,601 ","$137,346,622 ","$24,709,031 ","$149,804,632 "
54,18-Jan-13,2013,Mama,Universal,Horror,Based on Short Film,Live Action,Fantasy,"$15,000,000 ","2,647","2,781","14,716","$28,402,310 ","$71,628,180 ","$79,028,875 ","$76,467,386 ","$148,095,566 "
55,19-Jul-13,2013,RED 2,Lionsgate,Action,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,"$84,000,000 ","3,016","3,016","12,844","$18,048,422 ","$53,262,560 ","$58,765,699 ","$88,244,795 ","$141,507,355 "
56,2-Aug-13,2013,2 Guns,Universal,Action,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,"$61,000,000 ","3,025","3,028","15,505","$27,059,130 ","$75,612,460 ","$83,424,812 ","$56,880,555 ","$132,493,015 "
57,1-Nov-13,2013,Ender's Game,Lionsgate,Adventure,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$110,000,000 ","3,407","3,407","14,731","$27,017,351 ","$61,737,191 ","$68,115,498 ","$66,246,092 ","$127,983,283 "
58,12-Jun-13,2013,This is the End,Sony Pictures,Comedy,Based on Short Film,Live Action,Science Fiction,"$32,000,000 ","3,055","3,055","17,933","$20,719,162 ","$101,470,202 ","$111,954,202 ","$25,068,915 ","$126,539,117 "
59,20-Dec-13,2013,Walking with Dinosaurs,20th Century Fox,Adventure,Based on TV,Animation/Live Action,Kids Fiction,"$80,000,000 ","3,231","3,243","12,784","$7,091,938 ","$36,076,121 ","$39,777,976 ","$87,310,201 ","$123,386,322 "
60,20-Dec-13,2013,Si Ren Ding Zhi,China Lion Film Distribution,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,0,9,22,$0 ,"$369,225 ","$407,238 ","$115,520,000 ","$115,889,225 "
61,1-Feb-13,2013,Warm Bodies,Lionsgate,Romantic Comedy,Based on Fiction Book/Short Story,Live Action,Fantasy,"$30,000,000 ","3,009","3,009","16,797","$20,353,967 ","$66,380,662 ","$73,239,180 ","$48,740,946 ","$115,121,608 "
62,13-Dec-13,2013,Saving Mr. Banks,Walt Disney,Drama,Based on Real Life Events,Live Action,Dramatization,"$35,000,000 ",15,"2,671","14,641","$413,373 ","$83,299,761 ","$91,774,878 ","$31,662,764 ","$114,962,525 "
63,20-Sep-13,2013,Prisoners,Warner Bros.,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$46,000,000 ","3,260","3,290","17,651","$20,817,053 ","$61,002,302 ","$67,305,121 ","$52,400,000 ","$113,402,302 "
64,28-Jan-13,2013,Last Vegas,CBS Films,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$28,000,000 ","3,065","3,237","18,038","$16,334,566 ","$63,914,167 ","$70,513,502 ","$49,000,000 ","$112,914,167 "
65,1-Nov-13,2013,Free Birds,Relativity,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$55,000,000 ","3,736","3,736","19,452","$15,805,237 ","$55,750,480 ","$61,506,052 ","$54,636,592 ","$110,387,072 "
66,11-Jan-13,2013,Gangster Squad,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$60,000,000 ","3,103","3,103","12,153","$17,070,347 ","$46,000,903 ","$50,753,758 ","$58,100,000 ","$104,100,903 "
67,18-Oct-13,2013,Escape Plan,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$70,000,000 ","2,883","2,883","10,590","$9,885,732 ","$25,135,965 ","$27,732,639 ","$78,600,000 ","$103,735,965 "
68,26-Jul-13,2013,Blue Jasmine,Sony Pictures Classics,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$18,000,000 ",6,"1,283","7,472","$612,064 ","$33,404,871 ","$36,852,725 ","$69,508,090 ","$102,912,961 "
69,30-Aug-13,2013,No se Aceptan Devoluciones,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$5,000,000 ",348,978,"6,720","$7,846,426 ","$44,467,206 ","$49,061,603 ","$56,019,410 ","$100,486,616 "
70,22-Nov-13,2013,Philomena,Weinstein Co.,Drama,Based on Factual Book/Article,Live Action,Contemporary Fiction,"$12,000,000 ",4,"1,225","12,674","$128,435 ","$37,709,979 ","$41,508,307 ","$61,253,413 ","$98,963,392 "
71,20-Sep-13,2013,Rush,Universal,Drama,Based on Real Life Events,Live Action,Dramatization,"$38,000,000 ",5,"2,308","9,212","$187,289 ","$26,947,624 ","$29,731,872 ","$71,283,215 ","$98,230,839 "
72,5-Apr-13,2013,Evil Dead,Sony Pictures,Horror,Remake,Live Action,Fantasy,"$17,000,000 ","3,025","3,025","12,938","$25,775,847 ","$54,239,856 ","$59,843,974 ","$43,538,500 ","$97,778,356 "
73,12-Apr-13,2013,42,Warner Bros.,Drama,Based on Real Life Events,Live Action,Dramatization,"$40,000,000 ","3,003","3,405","21,418","$27,487,144 ","$95,020,213 ","$104,837,799 ","$2,450,488 ","$97,470,701 "
74,27-Sep-13,2013,Di Renjie zhi shendu longwang,AMC Independent,Adventure,Original Screenplay,Live Action,Fantasy,$0 ,0,12,16,$0 ,"$87,783 ","$96,849 ","$96,400,000 ","$96,487,783 "
75,6-Sep-13,2013,Riddick,Universal,Action,Original Screenplay,Live Action,Science Fiction,"$38,000,000 ","3,107","3,117","12,706","$19,030,375 ","$42,025,135 ","$46,367,213 ","$52,738,623 ","$94,763,758 "
76,14-Feb-13,2013,Safe Haven,Relativity,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$28,000,000 ","3,223","3,223","17,613","$21,401,594 ","$71,399,120 ","$78,776,146 ","$22,651,831 ","$94,050,951 "
77,7-Jun-13,2013,The Internship,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$58,000,000 ","3,366","3,399","11,821","$17,325,307 ","$44,672,764 ","$49,288,392 ","$49,000,000 ","$93,672,764 "
78,7-Jun-13,2013,The Purge,Universal,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$3,000,000 ","2,536","2,591","9,330","$34,058,360 ","$64,473,115 ","$71,134,540 ","$26,793,466 ","$91,266,581 "
79,1-Nov-13,2013,About Time,Universal,Romantic Comedy,Original Screenplay,Live Action,Science Fiction,"$12,000,000 ",175,"1,280","4,539","$1,076,250 ","$15,323,921 ","$16,907,203 ","$73,985,257 ","$89,309,178 "
80,31-Dec-13,2013,Jing cha gu shi er ling yi san,,,Original Screenplay,Live Action,Contemporary Fiction,$0 ,0,0,0,$0 ,$0 ,$0 ,"$86,340,000 ","$86,340,000 "
81,31-Dec-13,2013,B?ij?ng yù shàng xi y? tú,,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,0,0,0,$0 ,$0 ,$0 ,"$82,984,614 ","$82,984,614 "
82,18-Oct-13,2013,Carrie,Sony Pictures,Horror,Remake,Live Action,Fantasy,"$30,000,000 ","3,157","3,157","11,221","$16,101,552 ","$35,266,619 ","$38,910,398 ","$47,142,901 ","$82,409,520 "
83,26-Apr-13,2013,Pain & Gain,Paramount Pictures,Action,Based on Real Life Events,Live Action,Contemporary Fiction,"$26,000,000 ","3,277","3,303","14,399","$20,244,505 ","$49,875,291 ","$55,028,456 ","$31,400,000 ","$81,275,291 "
84,19-Jul-13,2013,R.I.P.D.,Universal,Action,Based on Comic/Graphic Novel,Live Action,Science Fiction,"$130,000,000 ","2,852","2,852","8,942","$12,691,415 ","$33,618,855 ","$37,092,385 ","$45,457,823 ","$79,076,678 "
85,31-Dec-13,2013,Fack ju Göthe,,Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,0,0,0,$0 ,$0 ,$0 ,"$78,792,492 ","$78,792,492 "
86,12-Apr-13,2013,Scary Movie V,Weinstein Co.,Comedy,Original Screenplay,Live Action,Fantasy,"$20,000,000 ","3,402","3,402","13,620","$14,157,367 ","$32,015,787 ","$35,323,690 ","$46,598,194 ","$78,613,981 "
87,8-Nov-13,2013,The Book Thief,20th Century Fox,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$19,000,000 ",4,"1,316","6,736","$105,005 ","$21,488,481 ","$23,695,744 ","$54,598,230 ","$76,086,711 "
88,21-Aug-13,2013,The Mortal Instruments: City of Bones,Sony Pictures,Adventure,Based on Fiction Book/Short Story,Live Action,Fantasy,"$60,000,000 ","3,118","3,118","11,853","$9,336,957 ","$31,165,421 ","$34,385,463 ","$44,800,146 ","$75,965,567 "
89,15-Feb-13,2013,Escape From Planet Earth,Weinstein Co.,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$40,000,000 ","3,288","3,353","20,610","$15,891,055 ","$57,012,977 ","$62,903,614 ","$17,143,633 ","$74,156,610 "
90,15-Nov-13,2013,The Best Man Holiday,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$17,000,000 ","2,024","2,041","8,882","$30,107,555 ","$70,525,195 ","$77,811,745 ","$2,310,515 ","$72,835,710 "
91,25-Oct-13,2013,The Counselor,20th Century Fox,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000 ","3,044","3,044","8,015","$7,842,930 ","$16,973,715 ","$18,727,378 ","$54,035,619 ","$71,009,334 "
92,22-Nov-13,2013,Delivery Man,Walt Disney,Comedy,Remake,Live Action,Contemporary Fiction,"$22,000,000 ","3,036","3,036","12,605","$7,944,977 ","$30,659,817 ","$33,823,323 ","$39,877,053 ","$70,536,870 "
93,15-Mar-13,2013,The Call,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$12,800,000 ","2,507","2,507","13,520","$17,118,745 ","$51,872,378 ","$57,231,883 ","$17,949,098 ","$69,821,476 "
94,31-Dec-13,2013,Sole A Catinelle,,Comedy,,Live Action,,$0 ,0,0,0,$0 ,$0 ,$0 ,"$69,812,795 ","$69,812,795 "
95,25-Dec-13,2013,Grudge Match,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","2,838","2,856","9,452","$7,021,993 ","$29,807,260 ","$32,860,115 ","$40,000,000 ","$69,807,260 "
96,30-Aug-13,2013,One Direction: This is Us,Sony Pictures,Concert/Performance,Based on Real Life Events,Live Action,Factual,"$10,000,000 ","2,735","2,735","9,764","$15,815,497 ","$28,873,374 ","$31,856,596 ","$39,668,412 ","$68,541,786 "
97,8-Aug-13,2013,Chennai Express,UTV Communications,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,$0 ,196,196,735,"$2,220,497 ","$5,307,960 ","$5,856,378 ","$61,975,652 ","$67,283,612 "
98,8-Feb-13,2013,Side Effects,Open Road,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$30,000,000 ","2,605","2,605","10,882","$9,303,145 ","$32,172,757 ","$35,496,873 ","$34,569,381 ","$66,742,138 "
99,29-Mar-13,2013,The Host,Open Road,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$50,000,000 ","3,202","3,202","11,424","$10,600,112 ","$26,623,701 ","$29,374,481 ","$37,853,350 ","$64,477,051 "
100,16-Aug-13,2013,Kick-Ass 2,Universal,Action,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,"$28,000,000 ","2,940","2,945","8,737","$13,332,955 ","$28,795,985 ","$31,771,211 ","$34,333,924 ","$63,129,909 "
1,27-Jun-14,2014,Transformers: Age of Extinction,Paramount Pictures,Action,Based on TV,Animation/Live Action,Science Fiction,"$210,000,000 ","4,233","4,233","22,124","$100,038,390 ","$245,439,076 ","$269,472,273 ","$858,600,000 ","$1,104,039,076 "
2,17-Dec-14,2014,The Hobbit: The Battle of the Five Ar…,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Live Action,Fantasy,"$250,000,000 ","3,875","3,875","21,623","$54,724,334 ","$255,119,788 ","$278,932,053 ","$690,750,000 ","$945,869,788 "
3,1-Aug-14,2014,Guardians of the Galaxy,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,"$170,000,000 ","4,080","4,088","37,350","$94,320,883 ","$333,172,112 ","$365,792,097 ","$437,879,223 ","$771,051,335 "
4,21-Nov-14,2014,The Hunger Games: Mockingjay - Part 1,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$125,000,000 ","4,151","4,151","30,413","$121,897,634 ","$337,135,885 ","$369,694,164 ","$429,516,403 ","$766,652,288 "
5,30-May-14,2014,Maleficent,Walt Disney,Adventure,Spin-Off,Live Action,Fantasy,"$180,000,000 ","3,948","3,948","29,061","$69,431,298 ","$241,407,328 ","$265,045,739 ","$517,129,407 ","$758,536,735 "
6,23-May-14,2014,X-Men: Days of Future Past,20th Century Fox,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$200,000,000 ","3,996","4,001","23,983","$90,823,660 ","$233,921,534 ","$256,826,941 ","$513,941,241 ","$747,862,775 "
7,4-Apr-14,2014,Captain America: The Winter Soldier,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$170,000,000 ","3,938","3,938","27,560","$95,023,721 ","$259,746,958 ","$285,181,174 ","$454,654,931 ","$714,401,889 "
8,11-Jul-14,2014,Dawn of the Planet of the Apes,20th Century Fox,Adventure,Remake,Animation/Live Action,Science Fiction,"$170,000,000 ","3,967","3,969","21,830","$72,611,427 ","$208,545,589 ","$228,966,202 ","$502,098,977 ","$710,644,566 "
9,2-May-14,2014,The Amazing Spider-Man 2,Sony Pictures,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$200,000,000 ","4,324","4,324","22,133","$91,608,337 ","$202,853,933 ","$222,717,224 ","$506,142,403 ","$708,996,336 "
10,5-Nov-14,2014,Interstellar,Paramount Pictures,Adventure,Original Screenplay,Live Action,Science Fiction,"$165,000,000 ","3,561","3,561","25,371","$47,510,360 ","$188,017,894 ","$206,251,830 ","$479,734,528 ","$667,752,422 "
11,7-Nov-14,2014,Big Hero 6,Walt Disney,Adventure,Original Screenplay,Digital Animation,Super Hero,"$165,000,000 ","3,761","3,773","32,851","$56,215,889 ","$222,527,828 ","$243,934,225 ","$429,600,000 ","$652,127,828 "
12,13-Jun-14,2014,How to Train Your Dragon 2,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Fantasy,"$145,000,000 ","4,253","4,268","28,175","$49,451,322 ","$177,002,924 ","$194,334,906 ","$437,583,346 ","$614,586,270 "
13,25-Dec-14,2014,American Sniper,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$58,000,000 ",4,"3,885","34,584","$633,456 ","$350,126,372 ","$372,629,874 ","$197,200,000 ","$547,326,372 "
14,16-May-14,2014,Godzilla,Warner Bros.,Action,Remake,Live Action,Science Fiction,"$160,000,000 ","3,952","3,952","20,644","$93,188,384 ","$200,676,069 ","$220,326,109 ","$328,400,000 ","$529,076,069 "
15,11-Apr-14,2014,Rio 2,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$130,000,000 ","3,948","3,975","26,391","$39,327,869 ","$131,538,435 ","$144,418,570 ","$361,307,856 ","$492,846,291 "
16,8-Aug-14,2014,Teenage Mutant Ninja Turtles,Paramount Pictures,Adventure,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,"$125,000,000 ","3,845","3,980","28,038","$65,575,105 ","$191,204,754 ","$209,927,368 ","$293,800,000 ","$485,004,754 "
17,7-Feb-14,2014,The Lego Movie,Warner Bros.,Adventure,Based on Toy,Digital Animation,Kids Fiction,"$60,000,000 ","3,775","3,890","32,540","$69,050,279 ","$257,784,718 ","$283,026,795 ","$199,944,670 ","$457,729,388 "
18,25-Jul-14,2014,Lucy,Universal,Action,Original Screenplay,Live Action,Science Fiction,"$40,000,000 ","3,173","3,202","19,513","$43,899,340 ","$126,573,960 ","$138,967,976 ","$330,933,816 ","$457,507,776 "
19,6-Jun-14,2014,Edge of Tomorrow,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Science Fiction,"$178,000,000 ","3,490","3,505","17,714","$28,760,246 ","$100,206,256 ","$110,018,369 ","$270,335,000 ","$370,541,256 "
20,3-Oct-14,2014,Gone Girl,20th Century Fox,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$61,000,000 ","3,014","3,284","26,324","$37,513,109 ","$167,767,189 ","$184,141,668 ","$200,800,000 ","$368,567,189 "
21,26-Nov-14,2014,Penguins of Madagascar,20th Century Fox,Adventure,Spin-Off,Digital Animation,Kids Fiction,"$132,000,000 ","3,764","3,775","21,146","$25,447,444 ","$83,350,911 ","$91,196,869 ","$284,300,000 ","$367,650,911 "
22,19-Dec-14,2014,Night at the Museum: Secret of the Tomb,20th Century Fox,Adventure,Original Screenplay,Animation/Live Action,Fantasy,"$127,000,000 ","3,785","3,914","22,470","$17,100,520 ","$113,746,621 ","$123,381,381 ","$240,010,000 ","$353,756,621 "
23,28-Mar-14,2014,Noah,Paramount Pictures,Drama,Based on Religious Text,Live Action,Historical Fiction,"$130,000,000 ","3,567","3,571","16,893","$43,720,472 ","$101,200,044 ","$111,109,470 ","$251,631,021 ","$352,831,065 "
24,19-Sep-14,2014,The Maze Runner,20th Century Fox,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$34,000,000 ","3,604","3,638","22,544","$32,512,804 ","$102,427,862 ","$112,446,548 ","$245,891,999 ","$348,319,861 "
25,13-Jun-14,2014,22 Jump Street,Sony Pictures,Comedy,Based on TV,Live Action,Contemporary Fiction,"$50,000,000 ","3,306","3,426","22,821","$57,071,445 ","$191,719,337 ","$210,492,343 ","$139,614,539 ","$331,333,876 "
26,7-Mar-14,2014,300: Rise of an Empire,Warner Bros.,Action,Based on Comic/Graphic Novel,Animation/Live Action,Historical Fiction,"$110,000,000 ","3,470","3,490","15,968","$45,038,460 ","$106,580,051 ","$117,016,278 ","$224,200,000 ","$330,780,051 "
27,6-Jun-14,2014,The Fault in Our Stars,20th Century Fox,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$12,000,000 ","3,173","3,340","17,775","$48,002,523 ","$124,872,350 ","$137,099,749 ","$182,294,484 ","$307,166,834 "
28,21-Mar-14,2014,Divergent,Lionsgate,Adventure,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$85,000,000 ","3,936","3,936","25,588","$54,607,747 ","$150,947,895 ","$165,728,590 ","$125,067,070 ","$276,014,965 "
29,9-May-14,2014,Neighbors,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$18,000,000 ","3,279","3,311","20,398","$49,033,915 ","$150,086,800 ","$164,783,179 ","$120,857,628 ","$270,944,428 "
30,7-Mar-14,2014,Mr. Peabody & Sherman,20th Century Fox,Adventure,Based on TV,Digital Animation,Kids Fiction,"$145,000,000 ","3,934","3,951","23,555","$32,207,057 ","$111,506,430 ","$122,425,045 ","$158,300,000 ","$269,806,430 "
31,12-Dec-14,2014,Exodus: Gods and Kings,20th Century Fox,Drama,Based on Religious Text,Live Action,Historical Fiction,"$140,000,000 ","3,503","3,503","14,235","$24,115,934 ","$65,014,513 ","$71,066,188 ","$203,300,000 ","$268,314,513 "
32,3-Oct-14,2014,Annabelle,Warner Bros.,Horror,Spin-Off,Live Action,Fantasy,"$6,500,000 ","3,185","3,215","15,066","$37,134,255 ","$84,273,813 ","$92,525,837 ","$172,589,107 ","$256,862,920 "
33,25-Jul-14,2014,Hercules,Paramount Pictures,Action,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,"$100,000,000 ","3,595","3,595","13,650","$29,800,263 ","$72,688,614 ","$79,806,225 ","$170,700,000 ","$243,388,614 "
34,12-Feb-14,2014,RoboCop,Sony Pictures,Action,Remake,Live Action,Science Fiction,"$120,000,000 ","3,372","3,372","13,721","$21,681,430 ","$58,607,007 ","$64,345,757 ","$184,374,792 ","$242,981,799 "
35,28-Nov-14,2014,The Imitation Game,Weinstein Co.,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$15,000,000 ",4,"2,402","17,717","$479,352 ","$91,125,143 ","$97,994,182 ","$136,648,543 ","$227,773,686 "
36,28-Feb-14,2014,Non-Stop,Universal,Action,Original Screenplay,Live Action,Contemporary Fiction,"$50,000,000 ","3,090","3,183","18,771","$28,875,635 ","$91,742,160 ","$100,725,476 ","$130,640,895 ","$222,383,055 "
37,10-Oct-14,2014,Dracula Untold,Universal,Action,Based on Fiction Book/Short Story,Live Action,Fantasy,"$70,000,000 ","2,887","2,900","11,472","$23,514,615 ","$55,991,880 ","$61,474,558 ","$164,249,843 ","$220,241,723 "
38,25-Dec-14,2014,Into the Woods,Walt Disney,Musical,Based on Folk Tale/Legend/Fairytale,Animation/Live Action,Fantasy,"$56,200,000 ","2,440","2,833","16,910","$31,051,923 ","$128,002,372 ","$139,278,921 ","$85,114,029 ","$213,116,401 "
39,17-Oct-14,2014,Fury,Sony Pictures,Drama,Original Screenplay,Live Action,Historical Fiction,"$80,000,000 ","3,173","3,313","20,336","$23,702,421 ","$85,817,906 ","$94,201,702 ","$124,497,775 ","$210,315,681 "
40,15-Aug-14,2014,The Expendables 3,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,"$100,000,000 ","3,221","3,221","13,448","$15,879,645 ","$39,322,544 ","$43,172,969 ","$170,138,834 ","$209,461,378 "
41,7-Mar-14,2013,Xi you xiang mo pian,Magnolia Pictures,Adventure,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,$0 ,7,7,19,"$7,456 ","$18,058 ","$19,824 ","$207,909,924 ","$207,927,982 "
42,25-Apr-14,2014,The Other Woman,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","3,205","3,306","17,603","$24,763,752 ","$83,911,193 ","$92,127,704 ","$111,200,000 ","$195,111,193 "
