Index,Date,Released,Year,Released,Title,Theatrical,Genre,Source,Production,Creative,Production,Opening Weekend,Maximum,Theatrical,Opening Weekend,Domestic,Infl. Adj. Dom.,International,Worldwide,Profit
23,10-Sep-10,10-Sep-10,2010,2010,Resident Evil: Afterlife,Sony Pictures,Horror,Game,Live Action,Science Fiction,"$57,500,000 ","3,203","3,209","12,764","$26,650,264 ",60.13,"$68,359,087 ","$235,745,624 ","$295,874,190 ","$2,628,566 "
72,18-Dec-09,18-Dec-09,2009,2009,Did You Hear About the Morgans?,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$58,000,000 ","2,718","2,718","10,679","$6,616,571 ",29.58,"$35,125,488 ","$50,900,479 ","$80,480,566 ","($28,419,913)"
77,7-Jun-13,7-Jun-13,2013,2013,The Internship,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$58,000,000 ","3,366","3,399","11,821","$17,325,307 ",44.67,"$49,288,392 ","$49,000,000 ","$93,672,764 ","($13,327,236)"
13,25-Dec-14,25-Dec-14,2014,2014,American Sniper,Warner Bros.,Drama,Factual Book,Live Action,Dramatization,"$58,000,000 ",4,"3,885","34,584","$633,456 ",350.13,"$372,629,874 ","$197,200,000 ","$547,326,372 ","$292,126,372 "
48,16-Oct-15,14-Oct-15,2015,2015,Goosebumps,Sony Pictures,Horror,Fiction Book,Animation/Live Action,Fantasy,"$58,000,000 ","3,501","3,618","20,942","$23,618,556 ",80.07,"$85,173,110 ","$78,835,866 ","$158,905,324 ","$22,069,458 "
9,12-Feb-16,9-Feb-16,2016,2016,Deadpool,20th Century Fox,Action,Comic,Live Action,Super Hero,"$58,000,000 ","3,558","3,856","29,582","$132,434,639 ",363.07,"$376,502,223 ","$437,958,540 ","$801,029,249 ","$305,070,709 "
78,24-Mar-17,22-Mar-17,2017,2017,Life,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$58,000,000 ","3,146","3,146","10,305","$12,501,936 ",30.23,"$30,234,022 ","$70,695,781 ","$100,929,803 ","($27,765,978)"
58,23-Mar-18,15-Mar-18,2018,2018,Sherlock Gnomes,Paramount Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$59,000,000 ","3,662","3,662","16,784","$10,604,774 ",43.24,"$43,242,871 ","$44,514,059 ","$87,756,930 ","($15,757,129)"
23,25-Dec-08,25-Dec-08,2008,2008,Marley & Me,20th Century Fox,Comedy,Fiction Book,Live Action,Dramatization,"$60,000,000 ","3,480","3,505","19,051","$36,357,586 ",143.15,"$176,897,469 ","$104,658,260 ","$247,812,011 ","$83,153,751 "
42,13-Jun-08,13-Jun-08,2008,2008,The Happening,20th Century Fox,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$60,000,000 ","2,986","2,986","11,662","$30,517,109 ",64.51,"$80,588,669 ","$98,271,510 ","$162,778,384 ","$4,506,874 "
65,19-Dec-08,19-Dec-08,2008,2008,The Tale of Despereaux,Universal,Adventure,Fiction Book,Digital Animation,Kids Fiction,"$60,000,000 ","3,104","3,107","14,161","$10,103,675 ",50.88,"$63,176,392 ","$39,605,172 ","$90,482,317 ","($9,122,855)"
71,12-Sep-08,12-Sep-08,2008,2008,Righteous Kill,Overture Films,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$60,000,000 ","3,152","3,152","13,323","$16,288,361 ",40.08,"$50,073,850 ","$38,400,000 ","$78,481,410 ","($19,918,590)"
92,11-Jul-08,11-Jul-08,2008,2008,Meet Dave,20th Century Fox,Adventure,Original Screenplay,Live Action,Science Fiction,"$60,000,000 ","3,011","3,011","7,354","$5,251,918 ",11.8,"$14,745,846 ","$38,845,552 ","$50,648,806 ","($48,196,746)"
25,28-Oct-09,28-Oct-09,2009,2009,Michael Jackson's This Is It,Sony Pictures,Documentary,Real Life Event,Live Action,Factual,"$60,000,000 ","3,481","3,481","12,215","$23,234,394 ",72.09,"$86,220,851 ","$180,000,000 ","$252,091,016 ","$12,091,016 "
39,9-Oct-09,8-Oct-09,2009,2009,Couples Retreat,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$60,000,000 ","3,000","3,074","22,265","$34,286,740 ",109.21,"$130,568,944 ","$63,244,763 ","$172,450,423 ","$49,205,660 "
47,6-Feb-09,6-Feb-09,2009,2009,Coraline,Focus Features,Adventure,Fiction Book,Stop-Motion Animation,Kids Fiction,"$60,000,000 ","2,299","2,320","15,637","$16,849,640 ",75.29,"$90,042,322 ","$50,750,828 ","$126,037,057 ","$15,286,229 "
48,11-Dec-09,11-Dec-09,2009,2009,Invictus,Warner Bros.,Drama,Factual Book,Live Action,Dramatization,"$60,000,000 ","2,125","2,170","12,088","$8,611,147 ",37.49,"$44,431,469 ","$87,022,647 ","$124,514,011 ","($22,508,636)"
54,20-Nov-09,20-Nov-09,2009,2009,Planet 51,Sony Pictures,Adventure,Original Screenplay,Digital Animation,Science Fiction,"$60,000,000 ","3,035","3,035","15,504","$12,286,129 ",42.19,"$50,308,990 ","$66,802,053 ","$108,996,113 ","($17,805,940)"
70,17-Apr-09,17-Apr-09,2009,2009,State of Play,Universal,Thriller/Suspense,TV,Live Action,Contemporary Fiction,"$60,000,000 ","2,803","2,807","11,494","$14,071,280 ",37.02,"$44,273,471 ","$51,814,255 ","$88,832,210 ","($22,982,045)"
71,20-Mar-09,20-Mar-09,2009,2009,Duplicity,Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$60,000,000 ","2,574","2,579","12,204","$13,965,110 ",40.57,"$48,525,099 ","$40,506,741 ","$81,079,566 ","($19,427,175)"
86,23-Jan-09,23-Jan-09,2009,2009,Inkheart,Warner Bros.,Adventure,Fiction Book,Live Action,Fantasy,"$60,000,000 ","2,655","2,655","8,330","$7,601,379 ",17.3,"$20,694,893 ","$49,352,514 ","$66,655,938 ","($42,696,576)"
92,19-Jun-09,19-Jun-09,2009,2009,Year One,Sony Pictures,Comedy,Original Screenplay,Live Action,Historical Fiction,"$60,000,000 ","3,022","3,024","10,493","$19,610,304 ",43.34,"$51,831,378 ","$14,267,444 ","$57,604,723 ","($16,662,721)"
37,13-Aug-10,13-Aug-10,2010,2010,Eat Pray Love,Sony Pictures,Drama,Factual Book,Live Action,Contemporary Fiction,"$60,000,000 ","3,082","3,108","17,998","$23,104,523 ",80.57,"$91,603,156 ","$126,024,779 ","$206,598,789 ","$20,574,010 "
39,15-Oct-10,15-Oct-10,2010,2010,Red,Summit Entertainment,Action,Comic,Live Action,Contemporary Fiction,"$60,000,000 ","3,255","3,349","22,086","$21,761,408 ",90.38,"$102,746,569 ","$106,059,531 ","$196,439,693 ","$30,380,162 "
74,29-Jan-10,29-Jan-10,2010,2010,Edge of Darkness,Warner Bros.,Drama,TV,Live Action,Contemporary Fiction,"$60,000,000 ","3,066","3,066","13,134","$17,214,384 ",43.31,"$49,242,788 ","$39,498,566 ","$82,812,456 ","($16,686,110)"
59,9-Sep-11,9-Sep-11,2011,2011,Contagion,Warner Bros.,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,"$60,000,000 ","3,222","3,222","18,970","$22,403,596 ",75.66,"$85,580,474 ","$61,893,497 ","$137,551,594 ","$15,658,097 "
80,13-May-11,13-May-11,2011,2011,Priest,Sony Pictures,Horror,Comic,Live Action,Fantasy,"$60,000,000 ","2,864","2,864","8,469","$14,953,664 ",29.14,"$32,957,816 ","$55,017,400 ","$84,154,026 ","($30,863,374)"
35,21-Dec-12,20-Dec-12,2012,2012,Jack Reacher,Paramount Pictures,Drama,Fiction Book,Live Action,Contemporary Fiction,"$60,000,000 ","3,352","3,352","16,875","$15,210,156 ",80.07,"$89,868,205 ","$137,300,000 ","$217,370,736 ","$20,070,736 "
66,17-Aug-12,3-Aug-12,2012,2012,ParaNorman,Focus Features,Adventure,Original Screenplay,Stop-Motion Animation,Kids Fiction,"$60,000,000 ","3,429","3,455","20,032","$14,087,050 ",56,"$63,108,964 ","$52,116,611 ","$108,119,662 ","($3,996,949)"
66,11-Jan-13,9-Jan-13,2013,2013,Gangster Squad,Warner Bros.,Drama,Factual Book,Live Action,Dramatization,"$60,000,000 ","3,103","3,103","12,153","$17,070,347 ",46,"$50,753,758 ","$58,100,000 ","$104,100,903 ","($13,999,097)"
88,21-Aug-13,21-Aug-13,2013,2013,The Mortal Instruments: City of Bones,Sony Pictures,Adventure,Fiction Book,Live Action,Fantasy,"$60,000,000 ","3,118","3,118","11,853","$9,336,957 ",31.17,"$34,385,463 ","$44,800,146 ","$75,965,567 ","($28,834,579)"
17,7-Feb-14,6-Feb-14,2014,2014,The Lego Movie,Warner Bros.,Adventure,Toy,Digital Animation,Kids Fiction,"$60,000,000 ","3,775","3,890","32,540","$69,050,279 ",257.78,"$283,026,795 ","$199,944,670 ","$457,729,388 ","$197,784,718 "
57,17-Jan-14,17-Jan-14,2014,2014,Jack Ryan: Shadow Recruit,Paramount Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,"$60,000,000 ","3,387","3,387","14,766","$15,451,981 ",50.58,"$55,529,906 ","$80,800,000 ","$131,377,412 ","($9,422,588)"
64,26-Sep-14,19-Sep-14,2014,2014,The Boxtrolls,Focus Features,Adventure,Fiction Book,Stop-Motion Animation,Kids Fiction,"$60,000,000 ","3,464","3,464","16,586","$17,275,239 ",50.84,"$55,807,842 ","$61,108,946 ","$111,946,251 ","($9,162,695)"
71,25-Dec-15,24-Dec-15,2015,2015,Joy,20th Century Fox,Drama,Real Life Event,Live Action,Dramatization,"$60,000,000 ","2,896","2,924","12,291","$17,015,168 ",56.45,"$59,305,747 ","$44,682,827 ","$101,134,059 ","($3,548,768)"
35,9-Sep-16,8-Sep-16,2016,2016,Sully,Warner Bros.,Drama,Factual Book,Live Action,Dramatization,"$60,000,000 ","3,525","3,955","24,002","$35,028,301 ",125.07,"$129,693,436 ","$113,482,049 ","$238,552,082 ","$65,070,033 "
44,4-Mar-16,2-Mar-16,2016,2016,London Has Fallen,Focus Features,Action,Original Screenplay,Live Action,Contemporary Fiction,"$60,000,000 ","3,490","3,492","15,999","$21,635,601 ",62.52,"$64,837,295 ","$131,569,908 ","$194,094,168 ","$2,524,260 "
45,5-Feb-16,4-Feb-16,2016,2016,Xi You Ji zhi Sun Wu Kong San Da Bai …,China Lion Film Distribution,Action,Fiction Book,Live Action,Fantasy,"$60,000,000 ",38,38,73,"$166,391 ",0.71,"$736,240 ","$193,348,521 ","$194,058,503 ","($59,290,018)"
56,21-Oct-16,20-Oct-16,2016,2016,Jack Reacher: Never Go Back,Paramount Pictures,Action,Fiction Book,Live Action,Contemporary Fiction,"$60,000,000 ","3,780","3,780","15,887","$22,872,490 ",58.7,"$60,863,989 ","$101,341,331 ","$160,038,407 ","($1,302,924)"
50,7-Apr-17,24-Mar-17,2017,2017,Smurfs: The Lost Village,Sony Pictures,Adventure,Comic,Digital Animation,Kids Fiction,"$60,000,000 ","3,610","3,610","18,099","$13,210,449 ",45.02,"$45,020,286 ","$152,402,156 ","$197,422,438 ","($14,979,718)"
54,25-May-17,25-May-17,2017,2017,Baywatch,Paramount Pictures,Comedy,TV,Live Action,Contemporary Fiction,"$60,000,000 ","3,647","3,647","12,583","$18,503,871 ",58.06,"$58,060,186 ","$117,957,005 ","$176,017,191 ","($1,939,814)"
73,4-Aug-17,2-Aug-17,2017,2017,The Dark Tower,Sony Pictures,Western,Fiction Book,Live Action,Science Fiction,"$60,000,000 ","3,451","3,451","17,150","$19,153,698 ",50.7,"$50,701,328 ","$62,741,910 ","$113,443,235 ","($9,298,675)"
88,12-Oct-18,10-Oct-18,2018,2018,First Man,Universal,Drama,Factual Book,Live Action,Dramatization,"$60,000,000 ","3,640","3,640","7,280","$16,006,065 ",30.43,"$30,434,465 ","$25,456,632 ","$55,891,097 ","($29,565,535)"
14,19-Feb-16,7-Feb-16,2016,2016,Mei Ren Yu,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Science Fiction,"$60,720,000 ",35,106,355,"$985,052 ",3.23,"$3,348,923 ","$551,287,214 ","$554,516,671 ","($57,490,543)"
56,2-Aug-13,2-Aug-13,2013,2013,2 Guns,Universal,Action,Comic,Live Action,Contemporary Fiction,"$61,000,000 ","3,025","3,028","15,505","$27,059,130 ",75.61,"$83,424,812 ","$56,880,555 ","$132,493,015 ","$14,612,460 "
20,3-Oct-14,3-Oct-14,2014,2014,Gone Girl,20th Century Fox,Thriller/Suspense,Fiction Book,Live Action,Contemporary Fiction,"$61,000,000 ","3,014","3,284","26,324","$37,513,109 ",167.77,"$184,141,668 ","$200,800,000 ","$368,567,189 ","$106,767,189 "
24,18-Sep-15,9-Sep-15,2015,2015,Maze Runner: The Scorch Trials,20th Century Fox,Thriller/Suspense,Fiction Book,Live Action,Science Fiction,"$61,000,000 ","3,791","3,792","19,348","$30,316,510 ",81.7,"$86,928,656 ","$229,000,000 ","$310,697,192 ","$20,697,192 "
28,26-Jan-18,17-Jan-18,2018,2018,Maze Runner: The Death Cure,20th Century Fox,Thriller/Suspense,Fiction Book,Live Action,Science Fiction,"$61,000,000 ","3,787","3,793","14,684","$24,167,011 ",58.03,"$58,032,443 ","$207,846,398 ","$265,878,841 ","($2,967,557)"
51,25-Dec-15,25-Dec-15,2015,2015,The Hateful Eight,Weinstein Co.,Western,Original Screenplay,Live Action,Historical Fiction,"$62,000,000 ",100,"2,938","11,086","$4,610,676 ",54.12,"$56,905,501 ","$93,747,470 ","$147,864,886 ","($7,882,584)"
36,1-Apr-11,1-Apr-11,2011,2011,Hop,Universal,Adventure,Fairytale,Animation/Live Action,Kids Fiction,"$63,000,000 ","3,579","3,616","20,044","$37,543,710 ",108.09,"$122,260,427 ","$80,572,288 ","$188,657,593 ","$45,085,305 "
50,25-Jul-08,25-Jul-08,2008,2008,Step Brothers,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$65,000,000 ","3,094","3,182","16,251","$30,940,732 ",100.47,"$125,516,026 ","$28,000,000 ","$128,468,793 ","$35,468,793 "
75,22-Aug-08,22-Aug-08,2008,2008,Death Race,Universal,Action,Remake,Live Action,Science Fiction,"$65,000,000 ","2,532","2,586","11,977","$12,621,090 ",36.32,"$45,369,749 ","$36,200,787 ","$72,516,819 ","($28,683,968)"
36,5-Nov-10,5-Nov-10,2010,2010,Due Date,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$65,000,000 ","3,355","3,365","19,769","$32,689,406 ",100.54,"$114,293,542 ","$111,200,000 ","$211,739,043 ","$35,539,043 "
17,25-Dec-12,25-Dec-12,2012,2012,Les Miserables,Universal,Musical,Fiction Book,Live Action,Historical Fiction,"$65,000,000 ","2,814","2,927","18,984","$27,281,735 ",148.81,"$166,623,823 ","$293,359,282 ","$442,169,052 ","$83,809,770 "
29,9-Nov-12,9-Nov-12,2012,2012,Lincoln,Walt Disney,Drama,Factual Book,Live Action,Dramatization,"$65,000,000 ",11,"2,293","29,762","$944,308 ",182.21,"$204,429,099 ","$91,138,308 ","$273,346,281 ","$117,207,973 "
30,14-Sep-12,12-Sep-12,2012,2012,Resident Evil: Retribution,Sony Pictures,Action,Game,Live Action,Science Fiction,"$65,000,000 ","3,012","3,016","10,697","$21,052,227 ",42.35,"$47,718,516 ","$196,595,466 ","$238,940,997 ","($22,654,469)"
40,16-May-12,16-May-12,2012,2012,The Dictator,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$65,000,000 ","3,008","3,014","12,339","$17,435,092 ",59.65,"$67,218,902 ","$120,498,675 ","$180,148,897 ","($5,349,778)"
49,17-Feb-12,16-Feb-12,2012,2012,This Means War,20th Century Fox,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$65,000,000 ","3,189","3,189","15,693","$17,405,930 ",54.76,"$61,709,079 ","$102,213,766 ","$156,974,557 ","($10,239,209)"
47,25-Dec-14,25-Dec-14,2014,2014,Unbroken,Universal,Drama,Factual Book,Live Action,Dramatization,"$65,000,000 ","3,131","3,301","15,702","$30,621,445 ",115.64,"$125,153,781 ","$47,889,929 ","$163,527,824 ","$50,637,895 "
54,19-Dec-14,18-Dec-14,2014,2014,Annie,Sony Pictures,Musical,Remake,Live Action,Contemporary Fiction,"$65,000,000 ","3,116","3,197","16,131","$15,861,939 ",85.91,"$93,342,995 ","$53,929,263 ","$139,840,525 ","$20,911,262 "
91,24-Jan-14,24-Jan-14,2014,2014,"I, Frankenstein",Lionsgate,Action,Comic,Live Action,Fantasy,"$65,000,000 ","2,753","2,753","7,955","$8,610,441 ",19.08,"$20,943,120 ","$55,500,000 ","$74,575,290 ","($45,924,710)"
35,5-Jun-15,21-May-15,2015,2015,Spy!,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$65,000,000 ","3,711","3,715","21,232","$29,085,719 ",110.83,"$117,924,867 ","$122,295,694 ","$233,121,406 ","$45,825,712 "
36,18-Sep-15,17-Aug-15,2015,2015,Everest,Universal,Thriller/Suspense,Real Life Event,Live Action,Dramatization,"$65,000,000 ",545,"3,009","10,887","$7,222,035 ",43.48,"$46,267,610 ","$178,353,226 ","$221,835,496 ","($21,517,730)"
47,27-Feb-15,26-Feb-15,2015,2015,Focus,Warner Bros.,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$65,000,000 ","3,323","3,323","14,437","$18,685,137 ",53.86,"$57,313,259 ","$105,200,000 ","$159,062,963 ","($11,137,037)"
59,4-Sep-15,18-Feb-15,2015,2015,Tian jiang xiong shi,Lionsgate,Action,Original Screenplay,Live Action,Historical Fiction,"$65,000,000 ",14,14,30,"$30,346 ",0.07,"$78,810 ","$122,445,804 ","$122,519,874 ","($64,925,930)"
65,12-Aug-16,10-Aug-16,2016,2016,Pete’s Dragon,Walt Disney,Adventure,Remake,Animation/Live Action,Kids Fiction,"$65,000,000 ","3,702","3,702","21,576","$21,514,095 ",76.23,"$79,053,337 ","$61,535,824 ","$137,768,975 ","$11,233,151 "
12,13-Jul-18,22-Jun-18,2018,2018,Hotel Transylvania 3: Summer Vacation,Sony Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$65,000,000 ","4,267","4,267","26,892","$44,076,225 ",167.21,"$167,210,248 ","$352,705,183 ","$519,915,431 ","$102,210,248 "
43,14-Mar-14,13-Mar-14,2014,2014,Need for Speed,Walt Disney,Action,Game,Live Action,Contemporary Fiction,"$66,000,000 ","3,115","3,115","12,334","$17,844,939 ",43.57,"$47,834,696 ","$150,601,112 ","$194,169,619 ","($22,431,493)"
51,10-Oct-08,10-Oct-08,2008,2008,Body of Lies,Warner Bros.,Thriller/Suspense,Fiction Book,Live Action,Contemporary Fiction,"$67,500,000 ","2,710","2,714","11,322","$12,884,416 ",39.39,"$49,211,671 ","$79,161,864 ","$118,556,530 ","($28,105,334)"
22,2-Mar-12,1-Mar-12,2012,2012,Doctor Seuss' The Lorax,Universal,Adventure,Fiction Book,Digital Animation,Kids Fiction,"$67,500,000 ","3,729","3,769","29,339","$70,217,070 ",214.03,"$241,187,629 ","$136,946,253 ","$350,976,753 ","$146,530,500 "
53,22-Jun-12,20-Jun-12,2012,2012,Abraham Lincoln: Vampire Hunter,20th Century Fox,Horror,Fiction Book,Live Action,Fantasy,"$67,500,000 ","3,108","3,109","9,577","$16,306,974 ",37.52,"$42,279,727 ","$99,970,591 ","$137,489,730 ","($29,980,861)"
6,30-Jun-10,30-Jun-10,2010,2010,The Twilight Saga: Eclipse,Summit Entertainment,Drama,Fiction Book,Live Action,Fantasy,"$68,000,000 ","4,468","4,468","24,760","$64,832,191 ",300.53,"$341,669,175 ","$405,571,077 ","$706,102,828 ","$232,531,751 "
76,25-Feb-11,25-Feb-11,2011,2011,Hall Pass,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$68,000,000 ","2,950","2,950","13,351","$13,535,374 ",45.06,"$50,970,339 ","$42,112,741 ","$87,173,475 ","($22,939,266)"
37,26-Jun-15,25-Jun-15,2015,2015,Ted 2,Universal,Comedy,Original Screenplay,Live Action,Fantasy,"$68,000,000 ","3,442","3,448","12,348","$33,507,870 ",81.48,"$86,695,516 ","$135,737,758 ","$217,214,143 ","$13,476,385 "
9,9-Jul-10,9-Jul-10,2010,2010,Despicable Me,Universal,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$69,000,000 ","3,476","3,602","33,507","$56,397,125 ",251.51,"$285,939,973 ","$291,950,588 ","$543,464,573 ","$182,513,985 "
71,30-Jul-10,30-Jul-10,2010,2010,Dinner for Schmucks,Paramount Pictures,Comedy,Remake,Live Action,Contemporary Fiction,"$69,000,000 ","2,911","3,046","15,007","$23,527,839 ",73.03,"$83,022,337 ","$13,770,165 ","$86,796,502 ","$4,026,337 "
38,2-Mar-18,28-Feb-18,2018,2018,Red Sparrow,20th Century Fox,Thriller/Suspense,Fiction Book,Live Action,Contemporary Fiction,"$69,000,000 ","3,056","3,064","11,476","$16,853,422 ",46.87,"$46,874,505 ","$99,077,356 ","$145,951,861 ","($22,125,495)"
11,23-Dec-09,23-Dec-09,2009,2009,Alvin and the Chipmunks: The Squeakquel,20th Century Fox,Adventure,TV,Animation/Live Action,Kids Fiction,"$70,000,000 ","3,700","3,747","26,834","$48,875,415 ",219.61,"$258,893,405 ","$223,868,601 ","$443,483,213 ","$149,614,612 "
18,21-Aug-09,21-Aug-09,2009,2009,Inglourious Basterds,Weinstein Co.,Action,Original Screenplay,Live Action,Historical Fiction,"$70,000,000 ","3,165","3,358","21,510","$38,054,676 ",120.77,"$144,446,413 ","$196,140,670 ","$316,915,264 ","$50,774,594 "
52,24-Sep-10,24-Sep-10,2010,2010,Wall Street 2: Money Never Sleeps,20th Century Fox,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$70,000,000 ","3,565","3,597","15,212","$19,011,188 ",52.47,"$59,657,452 ","$84,957,003 ","$137,431,619 ","($17,525,384)"
29,11-Mar-11,11-Mar-11,2011,2011,Battle: Los Angeles,Sony Pictures,Action,Original Screenplay,Live Action,Science Fiction,"$70,000,000 ","3,417","3,417","15,219","$35,573,187 ",83.55,"$94,510,118 ","$129,911,547 ","$213,463,976 ","$13,552,429 "
46,25-Dec-11,25-Dec-11,2011,2011,War Horse,Walt Disney,Drama,Fiction Book,Live Action,Contemporary Fiction,"$70,000,000 ","2,376","2,856","17,902","$7,515,402 ",79.88,"$90,191,753 ","$76,932,170 ","$156,815,529 ","$9,883,359 "
90,14-Jan-11,14-Jan-11,2011,2011,The Dilemma,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$70,000,000 ","2,940","2,943","13,111","$17,816,230 ",48.48,"$54,832,704 ","$22,071,575 ","$70,546,865 ","($21,524,710)"
91,23-Sep-11,23-Sep-11,2011,2011,Killer Elite,Open Road,Action,Fiction Book,Live Action,Contemporary Fiction,"$70,000,000 ","2,986","2,986","11,101","$9,352,008 ",25.12,"$28,420,064 ","$40,284,060 ","$65,409,046 ","($44,875,014)"
48,20-Jan-12,20-Jan-12,2012,2012,Underworld: Awakening,Sony Pictures,Action,Original Screenplay,Live Action,Fantasy,"$70,000,000 ","3,078","3,078","11,614","$25,306,725 ",62.32,"$70,228,606 ","$98,058,891 ","$160,379,930 ","($7,678,961)"
100,15-Jun-12,13-Jun-12,2012,2012,Rock of Ages,Warner Bros.,Musical,Musical,Live Action,Contemporary Fiction,"$70,000,000 ","3,470","3,470","11,127","$14,437,269 ",38.52,"$43,406,018 ","$22,513,319 ","$61,031,932 ","($31,481,387)"
52,22-Mar-13,20-Mar-13,2013,2013,Olympus Has Fallen,FilmDistrict,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$70,000,000 ","3,098","3,106","21,351","$30,373,794 ",98.93,"$109,148,889 ","$51,634,572 ","$150,562,164 ","$28,927,592 "
67,18-Oct-13,10-Oct-13,2013,2013,Escape Plan,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$70,000,000 ","2,883","2,883","10,590","$9,885,732 ",25.14,"$27,732,639 ","$78,600,000 ","$103,735,965 ","($44,864,035)"
37,10-Oct-14,1-Oct-14,2014,2014,Dracula Untold,Universal,Action,Fiction Book,Live Action,Fantasy,"$70,000,000 ","2,887","2,900","11,472","$23,514,615 ",55.99,"$61,474,558 ","$164,249,843 ","$220,241,723 ","($14,008,120)"
48,7-Feb-14,7-Feb-14,2014,2014,The Monuments Men,Sony Pictures,Drama,Factual Book,Live Action,Historical Fiction,"$70,000,000 ","3,083","3,083","18,366","$22,003,433 ",78.03,"$85,672,407 ","$80,671,128 ","$158,702,748 ","$8,031,620 "
49,23-Sep-16,22-Sep-16,2016,2016,Storks,Warner Bros.,Adventure,Original Screenplay,Digital Animation,Kids Fiction,"$70,000,000 ","3,922","3,922","21,929","$21,311,407 ",72.68,"$75,358,208 ","$101,351,043 ","$174,030,321 ","$2,679,278 "
55,10-Nov-17,10-Nov-17,2017,2017,Daddy’s Home 2,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$70,000,000 ","3,575","3,575","23,168","$29,651,193 ",104.03,"$104,029,443 ","$71,780,367 ","$175,809,810 ","$34,029,443 "
71,22-Sep-17,15-Sep-17,2017,2017,The Lego Ninjago Movie,Warner Bros.,Adventure,Toy,Digital Animation,Kids Fiction,"$70,000,000 ","4,047","4,047","20,687","$20,433,071 ",59.28,"$59,281,555 ","$63,457,991 ","$122,739,546 ","($10,718,445)"
25,8-Jun-18,8-Jun-18,2018,2018,Ocean’s 8,Warner Bros.,Action,Original Screenplay,Live Action,Contemporary Fiction,"$70,000,000 ","4,145","4,145","22,362","$41,607,378 ",139.38,"$139,377,762 ","$156,900,000 ","$296,277,762 ","$69,377,762 "
56,8-Feb-08,8-Feb-08,2008,2008,Fool's Gold,Warner Bros.,Adventure,Original Screenplay,Live Action,Contemporary Fiction,"$72,500,000 ","3,125","3,125","19,812","$21,589,295 ",70.23,"$87,739,894 ","$39,131,925 ","$109,362,966 ","($2,268,959)"
78,31-Jul-09,31-Jul-09,2009,2009,Funny People,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$72,500,000 ","3,007","3,008","10,370","$22,657,780 ",51.86,"$62,018,634 ","$20,025,260 ","$71,880,305 ","($20,644,955)"
23,20-May-16,11-May-16,2016,2016,The Angry Birds Movie,Sony Pictures,Adventure,Game,Digital Animation,Kids Fiction,"$73,000,000 ","3,932","3,932","18,331","$38,155,177 ",107.51,"$111,486,587 ","$245,320,162 ","$352,829,528 ","$34,509,366 "
5,10-Jul-15,17-Jun-15,2015,2015,Minions,Universal,Adventure,Spin-Off,Digital Animation,Kids Fiction,"$74,000,000 ","4,301","4,311","33,712","$115,718,405 ",336.05,"$357,571,837 ","$826,735,851 ","$1,162,781,621 ","$262,045,770 "
23,6-Feb-15,28-Jan-15,2015,2015,The SpongeBob Movie: Sponge Out of Water,Paramount Pictures,Adventure,TV,Animation/Live Action,Kids Fiction,"$74,000,000 ","3,641","3,680","25,768","$55,365,012 ",162.99,"$173,434,923 ","$148,047,628 ","$311,041,660 ","$88,994,032 "
15,27-Jun-08,27-Jun-08,2008,2008,Wanted,Universal,Action,Comic,Live Action,Science Fiction,"$75,000,000 ","3,175","3,185","16,374","$50,927,085 ",134.51,"$168,042,016 ","$207,907,909 ","$342,416,460 ","$59,508,551 "
27,25-Jun-10,25-Jun-10,2010,2010,Grown Ups,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$75,000,000 ","3,534","3,534","24,038","$40,506,564 ",162,"$184,176,256 ","$110,222,244 ","$272,223,430 ","$87,001,186 "
